window,metric,n_events,pooled_did,event_ci_low,event_ci_high,game_ci_low,game_ci_high
10,xpts_100poss,7,-1.2998983284423633,-3.581064827644633,1.2676241602262717,-3.707307572072642,1.1095372222630238
10,pts_100poss,7,-2.94741398971255,-6.789967925982639,0.6170031402237192,-6.891513821560914,1.0747651908702698
10,xpts_100shots,7,0.2607196573383805,-1.1394832329007891,1.5183607923758327,-1.295010287478877,1.8738209232967793
20,xpts_100poss,7,-0.003219314264512718,-2.454457104470214,1.9309947502207965,-1.9501364973221769,1.9792776843503201
20,pts_100poss,7,-2.428898407003428,-5.366989524753805,0.33511380816208886,-5.314338195400267,0.23115149712626196
20,xpts_100shots,7,0.7964312510044331,-0.7395642668575725,2.262408091000963,-0.4318483527090884,1.9906745310807543
30,xpts_100poss,7,-0.18511201047818052,-2.430394959708978,1.8551469179469697,-1.9748012970682032,1.6320252035075293
30,pts_100poss,7,-2.3558007866501334,-5.0032457591338195,0.17417388076108103,-5.054145373762589,0.07925622781016335
30,xpts_100shots,7,0.7029354078195402,-0.5993360029466555,1.8825515366413705,-0.36514534366462603,1.847561800289335
